age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,Interests,Looking for,Language
33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,food,market place,Arabics
23,Private,Some-college,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,languages,advice,Dari
24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,pets,things to do,Bari
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,community,things to do,Dari
59,nan,*,Widowed,nan,Not-in-family,White,Female,0,0,12,United-States,<=50K,coding,things to do,English
17,Private,10th,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,<=50K,football,hangouts,English
17,Private,11th,Never-married,Other-service,Unmarried,White,Female,0,0,12,*,<=50K,food,advice,Tamil
25,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K,music,market place,Ukranian
32,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,*,<=50K,basketball,meet people,Dari
28,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,cooking,forum,Ukranian
30,State-gov,Some-college,*,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,art,hangouts,Dari
24,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,community,market place,Arabics
55,Private,Some-college,*,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,30,*,>50K,football,things to do,Russian
26,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,20,*,<=50K,food,forum,Hindi
65,nan,Some-college,Married-civ-spouse,nan,Husband,White,Male,0,0,70,United-States,<=50K,art,meet people,Tamil
64,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K,music,market place,Bengali
48,Private,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,coding,market place,English
39,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,*,>50K,community,things to do,Tamil
32,State-gov,Some-college,*,Exec-managerial,Not-in-family,*,Male,0,0,50,United-States,<=50K,football,forum,Russian
41,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,Black,Female,0,0,40,United-States,<=50K,literature,meet people,Tamil
27,Private,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,games,market place,English
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,coding,meet people,Arabics
47,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,>50K,basketball,forum,Somali
18,Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,54,United-States,<=50K,pets,hangouts,Arabics
45,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,35,United-States,<=50K,languages,advice,English
17,nan,Some-college,Never-married,nan,Own-child,White,Male,0,0,40,United-States,<=50K,games,forum,Hindi
29,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,<=50K,coding,advice,Arabics
76,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,8,United-States,<=50K,languages,market place,Bengali
48,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,art,market place,Arabics
26,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,community,forum,Bengali
37,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,pets,meet people,Ukranian
17,Private,*,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,games,hangouts,Ukranian
30,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K,cooking,things to do,Pashto
46,Private,*,Never-married,Other-service,Own-child,White,Male,0,0,10,Mexico,<=50K,coding,forum,Bari
45,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K,art,hangouts,Tamil
19,Local-gov,Some-college,Never-married,nan,Own-child,White,Female,582,0,10,United-States,<=50K,community,hangouts,Belarussian
49,Private,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,food,market place,Tamil
22,Private,*,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,*,<=50K,community,things to do,Tamil
24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,tours,forum,Arabics
34,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,pets,market place,Hindi
27,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,coding,market place,Dari
47,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,>50K,tours,things to do,Bari
20,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,40,*,<=50K,basketball,market place,Ukranian
72,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,25,United-States,<=50K,languages,things to do,Bari
38,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,0,0,40,United-States,<=50K,art,market place,Bari
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,football,things to do,English
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,art,hangouts,English
33,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,forum,Hindi
56,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,4469,0,60,United-States,<=50K,community,forum,Spanish
34,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,7298,0,35,United-States,<=50K,cooking,market place,Arabics
18,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K,coding,market place,Somali
38,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,2426,45,United-States,>50K,languages,market place,Russian
36,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,*,Female,0,0,50,United-States,<=50K,games,market place,Pashto
41,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,0,0,36,United-States,<=50K,languages,hangouts,Bari
49,State-gov,*,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,40,*,<=50K,music,meet people,Spanish
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,community,advice,Spanish
47,Private,Some-college,Widowed,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K,tours,things to do,Russian
67,Private,Masters,Widowed,Prof-specialty,Unmarried,White,Male,0,0,99,United-States,<=50K,basketball,advice,Bengali
53,Private,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,*,<=50K,basketball,meet people,Hindi
37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,games,meet people,Hindi
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,1737,15,Mexico,<=50K,art,things to do,Tamil
31,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,basketball,market place,Dari
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,4415,0,70,United-States,<=50K,cooking,forum,Bengali
22,Private,*,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,music,advice,Ukranian
45,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,languages,advice,Dari
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,coding,things to do,Spanish
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,art,market place,Belarussian
43,Private,Some-college,Separated,Prof-specialty,Unmarried,Black,Male,4699,0,52,United-States,>50K,music,meet people,Arabics
53,Local-gov,Bachelors,Widowed,Prof-specialty,Other-relative,White,Female,0,0,60,United-States,>50K,pets,advice,Dari
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,tours,advice,Ukranian
40,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,literature,advice,Dari
57,Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K,games,forum,Ukranian
21,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K,coding,forum,Hindi
35,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,tours,things to do,Dari
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,coding,hangouts,Spanish
70,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,pets,hangouts,Pashto
56,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K,cooking,forum,Bengali
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,music,hangouts,Ukranian
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,basketball,market place,Dari
33,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,nan,<=50K,literature,meet people,Arabics
26,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,languages,things to do,English
51,Private,*,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,*,>50K,literature,advice,Russian
25,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male,0,0,60,United-States,<=50K,community,things to do,Somali
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,tours,advice,Somali
23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,market place,Russian
57,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,music,things to do,Belarussian
29,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,*,<=50K,art,advice,English
64,Private,Some-college,Widowed,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K,food,advice,Spanish
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,football,hangouts,Hindi
49,Self-emp-inc,11th,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K,tours,hangouts,Tamil
37,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,0,0,39,United-States,<=50K,languages,meet people,English
57,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,music,advice,Dari
27,Private,Assoc-voc,Separated,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K,literature,things to do,Somali
48,Private,Some-college,Widowed,Sales,Unmarried,White,Female,0,0,54,United-States,<=50K,art,meet people,Russian
33,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,football,hangouts,Russian
25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,basketball,hangouts,Hindi
53,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,coding,advice,Tamil
21,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K,languages,things to do,Hindi
19,Private,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K,football,hangouts,Somali
31,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,art,market place,Dari
49,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,99999,0,80,United-States,>50K,coding,market place,Ukranian
21,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Male,0,0,25,United-States,<=50K,games,advice,Ukranian
46,Self-emp-not-inc,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,food,meet people,Spanish
25,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,languages,forum,Dari
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,literature,forum,Bengali
33,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,community,hangouts,Tamil
60,Private,11th,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,pets,meet people,Ukranian
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,football,advice,Bari
39,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,basketball,advice,Belarussian
47,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K,food,meet people,Hindi
40,nan,Some-college,Widowed,nan,Wife,White,Female,0,0,25,United-States,<=50K,cooking,hangouts,Hindi
20,nan,HS-grad,Never-married,nan,Own-child,White,Female,0,0,40,United-States,<=50K,literature,things to do,Pashto
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,music,meet people,Arabics
61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,basketball,market place,Bari
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K,languages,things to do,Pashto
23,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K,football,things to do,English
47,Private,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,<=50K,pets,meet people,Bari
54,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,47,United-States,<=50K,literature,forum,English
66,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,>50K,art,things to do,Bari
66,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1884,10,United-States,>50K,basketball,market place,English
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,tours,things to do,Ukranian
64,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,<=50K,tours,hangouts,Spanish
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,art,forum,Somali
54,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,football,advice,Bengali
42,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K,tours,advice,Tamil
35,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,50,United-States,<=50K,food,meet people,Somali
50,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,1734,60,United-States,<=50K,pets,advice,English
41,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,literature,forum,Belarussian
22,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K,languages,advice,Russian
39,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,5931,0,40,United-States,<=50K,coding,hangouts,Arabics
23,Private,Some-college,Separated,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,food,hangouts,Somali
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,literature,market place,Dari
42,State-gov,Some-college,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,literature,advice,Dari
31,Local-gov,11th,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,coding,forum,Hindi
53,Private,HS-grad,Widowed,Machine-op-inspct,Wife,Black,Female,0,0,40,*,<=50K,languages,hangouts,English
35,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K,food,market place,English
52,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,>50K,coding,things to do,Tamil
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,food,hangouts,Pashto
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,food,advice,Arabics
26,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,45,United-States,<=50K,football,forum,Dari
62,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,0,0,40,United-States,<=50K,games,meet people,Russian
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,food,meet people,English
25,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,coding,hangouts,Hindi
42,Private,*,Widowed,Prof-specialty,Wife,*,Female,0,0,40,United-States,<=50K,pets,market place,Somali
